CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
245,100016003202600010,202600010,2026-06-07,7005,6003,1,1,1,1,1,8001,2026-06-07 23:00:00,2026-06-08 03:00:00,2026-06-08 03:00:00,13.006945,77.604039,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Ramesh Hegde as a suspect. Investigation is ongoing.
246,100056402202600019,202600019,2026-02-16,7038,6402,1,2,1,2,4,8005,2026-02-16 17:00:00,2026-02-16 19:00:00,2026-02-16 19:00:00,17.377214,76.863097,A theft was reported in the jurisdiction. Preliminary enquiry names Ravi Bhat as a suspect. Investigation is ongoing.
247,100026103202600013,202600013,2026-03-02,7017,6103,1,2,1,2,4,8002,2026-03-02 11:00:00,2026-03-02 15:00:00,2026-03-02 15:00:00,12.322369,76.651244,A theft was reported in the jurisdiction. Preliminary enquiry names Anand Naik as a suspect. Investigation is ongoing.
248,100026103202600014,202600014,2025-11-25,7018,6103,1,1,1,1,3,8002,2025-11-25 01:00:00,2025-11-25 02:00:00,2025-11-25 02:00:00,12.313744,76.684715,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Manjunath Gowda as a suspect. A mobile number +916724338730 was linked to the suspect. Investigation is ongoing.
249,100036201202600013,202600013,2026-02-03,7023,6201,1,2,3,5,1,8003,2026-02-03 02:00:00,2026-02-03 03:00:00,2026-02-03 03:00:00,15.843655,74.5408,A cheating was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number +918084678462 was linked to the suspect. Investigation is ongoing.
250,100026105202600011,202600011,2026-05-29,7021,6105,1,1,2,4,2,8002,2026-05-29 03:00:00,2026-05-29 08:00:00,2026-05-29 08:00:00,12.341751,76.610301,A hurt was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. Investigation is ongoing.
251,100046303202600018,202600018,2026-06-25,7033,6303,1,1,1,1,2,8004,2026-06-25 22:00:00,2026-06-26 04:00:00,2026-06-26 04:00:00,12.889904,74.801145,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Girish Rao as a suspect. Investigation is ongoing.
252,100026102202600022,202600022,2026-05-04,7016,6102,1,2,1,3,3,8002,2026-05-04 03:00:00,2026-05-04 05:00:00,2026-05-04 05:00:00,12.289127,76.618822,A robbery was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. Investigation is ongoing.
253,100026101202600011,202600011,2026-01-05,7013,6101,1,2,1,2,1,8002,2026-01-05 12:00:00,2026-01-05 16:00:00,2026-01-05 16:00:00,12.271679,76.647623,A theft was reported in the jurisdiction. Preliminary enquiry names Prakash Gowda as a suspect. A mobile number 670 518 3368 was linked to the suspect. Investigation is ongoing.
254,100036201202600014,202600014,2025-12-16,7023,6201,1,1,3,5,2,8003,2025-12-16 11:00:00,2025-12-16 13:00:00,2025-12-16 13:00:00,15.806766,74.541914,A cheating was reported in the jurisdiction. Preliminary enquiry names Kiran Bhat as a suspect. Investigation is ongoing.
255,100026104202600014,202600014,2025-12-29,7020,6104,1,1,1,1,4,8002,2025-12-29 23:00:00,2025-12-30 01:00:00,2025-12-30 01:00:00,12.25957,76.623492,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Prakash Reddy as a suspect. A mobile number +918041154022 was linked to the suspect. Investigation is ongoing.
256,100036201202600015,202600015,2026-05-21,7024,6201,1,1,3,5,3,8003,2026-05-21 22:00:00,2026-05-22 01:00:00,2026-05-22 01:00:00,15.861047,74.470219,A cheating was reported in the jurisdiction. Preliminary enquiry names Praveen Gouda as a suspect. Investigation is ongoing.
257,100046301202600014,202600014,2026-01-31,7030,6301,1,1,1,2,2,8004,2026-01-31 09:00:00,2026-01-31 14:00:00,2026-01-31 14:00:00,12.942305,74.834937,A theft was reported in the jurisdiction. Preliminary enquiry names Basavaraj Murthy as a suspect. A mobile number +918056630935 was linked to the suspect. Investigation is ongoing.
258,100056402202600020,202600020,2025-12-31,7037,6402,1,1,1,1,3,8005,2025-12-31 02:00:00,2025-12-31 08:00:00,2025-12-31 08:00:00,17.31316,76.861893,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Basavaraj Shetty as a suspect. A mobile number +919010766813 was linked to the suspect. Investigation is ongoing.
259,100036201202600016,202600016,2026-01-19,7023,6201,1,2,1,3,4,8003,2026-01-19 04:00:00,2026-01-19 09:00:00,2026-01-19 09:00:00,15.815594,74.527681,A robbery was reported in the jurisdiction. Preliminary enquiry names Kiran Bhat as a suspect. A two-wheeler bearing KA-03-XY-8696 was seen nearby. A suspicious transfer to kiran@okaxis was noted. Investigation is ongoing.
260,100026103202600015,202600015,2025-12-16,7018,6103,1,1,3,5,2,8002,2025-12-16 15:00:00,2025-12-16 20:00:00,2025-12-16 20:00:00,12.323894,76.680543,A cheating was reported in the jurisdiction. Preliminary enquiry names Suresh Achar as a suspect. A mobile number 957 943 5373 was linked to the suspect. Investigation is ongoing.
261,100046303202600019,202600019,2026-04-07,7033,6303,1,2,1,3,1,8004,2026-04-07 20:00:00,2026-04-07 22:00:00,2026-04-07 22:00:00,12.868266,74.815892,A robbery was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. A mobile number +918901629331 was linked to the suspect. Investigation is ongoing.
262,100056403202600015,202600015,2026-06-26,7040,6403,1,2,1,1,4,8005,2026-06-26 02:00:00,2026-06-26 04:00:00,2026-06-26 04:00:00,17.329574,76.824286,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Naveen Naik as a suspect. A mobile number 984 065 5488 was linked to the suspect. Investigation is ongoing.
263,100016001202600011,202600011,2026-05-16,7001,6001,1,2,3,5,1,8001,2026-05-16 12:00:00,2026-05-16 18:00:00,2026-05-16 18:00:00,12.982117,77.571328,A cheating was reported in the jurisdiction. Preliminary enquiry names Mahesh Achar as a suspect. A mobile number +918372370792 was linked to the suspect. Investigation is ongoing.
264,100046302202600018,202600018,2025-12-06,7031,6302,1,1,1,3,1,8004,2025-12-06 00:00:00,2025-12-06 03:00:00,2025-12-06 03:00:00,12.907073,74.865202,A robbery was reported in the jurisdiction. Preliminary enquiry names Kiran Naik as a suspect. A mobile number 660 771 7721 was linked to the suspect. A two-wheeler bearing KA-04-AB-2180 was seen nearby. Investigation is ongoing.
265,100046301202600015,202600015,2026-02-28,7030,6301,1,2,1,2,1,8004,2026-02-28 14:00:00,2026-02-28 15:00:00,2026-02-28 15:00:00,12.919854,74.840068,A theft was reported in the jurisdiction. Preliminary enquiry names Harish Reddy as a suspect. A mobile number +919211363541 was linked to the suspect. Investigation is ongoing.
266,100056401202600013,202600013,2026-06-08,7036,6401,1,2,3,5,1,8005,2026-06-08 17:00:00,2026-06-08 22:00:00,2026-06-08 22:00:00,17.318033,76.844041,A cheating was reported in the jurisdiction. Preliminary enquiry names Ramesh Hegde as a suspect. Investigation is ongoing.
267,100056401202600014,202600014,2026-06-04,7035,6401,1,2,3,5,1,8005,2026-06-04 02:00:00,2026-06-04 08:00:00,2026-06-04 08:00:00,17.371549,76.799299,A cheating was reported in the jurisdiction. Preliminary enquiry names Kiran Kumar as a suspect. Investigation is ongoing.
268,100036203202600017,202600017,2025-09-22,7027,6203,1,2,1,3,2,8003,2025-09-22 12:00:00,2025-09-22 14:00:00,2025-09-22 14:00:00,15.849818,74.458247,A robbery was reported in the jurisdiction. Preliminary enquiry names Ramesh Gowda as a suspect. A two-wheeler bearing KA-03-XY-1381 was seen nearby. Investigation is ongoing.
269,100026103202600016,202600016,2026-03-05,7018,6103,1,1,1,2,2,8002,2026-03-05 19:00:00,2026-03-06 01:00:00,2026-03-06 01:00:00,12.272475,76.668951,A theft was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. A two-wheeler bearing KA-02-MN-7543 was seen nearby. Investigation is ongoing.
270,100056401202600015,202600015,2026-01-09,7035,6401,1,1,1,1,2,8005,2026-01-09 01:00:00,2026-01-09 03:00:00,2026-01-09 03:00:00,17.312924,76.854701,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Anand Murthy as a suspect. Investigation is ongoing.
271,100026104202600015,202600015,2026-06-22,7019,6104,1,1,3,5,1,8002,2026-06-22 03:00:00,2026-06-22 04:00:00,2026-06-22 04:00:00,12.310076,76.688366,A cheating was reported in the jurisdiction. Preliminary enquiry names Ramesh Rao as a suspect. A mobile number 920 701 1742 was linked to the suspect. A suspicious transfer to ramesh@paytm was noted. Investigation is ongoing.
272,100056402202600021,202600021,2026-04-07,7037,6402,1,2,1,1,3,8005,2026-04-07 00:00:00,2026-04-07 01:00:00,2026-04-07 01:00:00,17.372862,76.822984,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Anand Shetty as a suspect. A mobile number +917415643263 was linked to the suspect. Investigation is ongoing.
273,100036201202600017,202600017,2025-09-24,7024,6201,1,2,1,1,1,8003,2025-09-24 23:00:00,2025-09-25 01:00:00,2025-09-25 01:00:00,15.897903,74.470836,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number +917880099212 was linked to the suspect. A two-wheeler bearing KA-03-MN-0967 was seen nearby. Investigation is ongoing.
274,100016002202600006,202600006,2026-03-26,7004,6002,1,1,2,4,2,8001,2026-03-26 14:00:00,2026-03-26 18:00:00,2026-03-26 18:00:00,13.007262,77.598913,A hurt was reported in the jurisdiction. Preliminary enquiry names Umesh Reddy as a suspect. A suspicious transfer to umesh@oksbi was noted. Investigation is ongoing.
275,100036203202600018,202600018,2026-05-19,7028,6203,1,1,1,1,3,8003,2026-05-19 01:00:00,2026-05-19 04:00:00,2026-05-19 04:00:00,15.804429,74.502386,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Harish Rao as a suspect. A mobile number 763 662 8515 was linked to the suspect. Investigation is ongoing.
276,100026104202600016,202600016,2025-10-12,7019,6104,1,2,1,1,3,8002,2025-10-12 04:00:00,2025-10-12 05:00:00,2025-10-12 05:00:00,12.308093,76.613147,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Harish Achar as a suspect. Investigation is ongoing.
277,100026104202600017,202600017,2025-11-20,7019,6104,1,2,3,5,4,8002,2025-11-20 19:00:00,2025-11-20 21:00:00,2025-11-20 21:00:00,12.292554,76.624671,A cheating was reported in the jurisdiction. Preliminary enquiry names Girish Bhat as a suspect. A mobile number +917584253812 was linked to the suspect. Investigation is ongoing.
278,100026103202600017,202600017,2026-01-31,7018,6103,1,2,3,5,4,8002,2026-01-31 11:00:00,2026-01-31 14:00:00,2026-01-31 14:00:00,12.284215,76.690216,A cheating was reported in the jurisdiction. Preliminary enquiry names Umesh Reddy as a suspect. A mobile number +917935095826 was linked to the suspect. A two-wheeler bearing KA-02-CD-9126 was seen nearby. Investigation is ongoing.
279,100036203202600019,202600019,2025-11-19,7027,6203,1,1,1,2,4,8003,2025-11-19 14:00:00,2025-11-19 15:00:00,2025-11-19 15:00:00,15.899904,74.510708,A theft was reported in the jurisdiction. Preliminary enquiry names Santosh Kumar as a suspect. A two-wheeler bearing KA-03-XY-1773 was seen nearby. Investigation is ongoing.
280,100056401202600016,202600016,2026-05-04,7036,6401,1,1,1,1,1,8005,2026-05-04 01:00:00,2026-05-04 05:00:00,2026-05-04 05:00:00,17.28313,76.790339,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Umesh Gouda as a suspect. A mobile number +917046221979 was linked to the suspect. Investigation is ongoing.
281,100046302202600019,202600019,2026-02-06,7032,6302,1,1,1,3,2,8004,2026-02-06 23:00:00,2026-02-07 05:00:00,2026-02-07 05:00:00,12.866718,74.829136,A robbery was reported in the jurisdiction. Preliminary enquiry names Ramesh Hegde as a suspect. A mobile number 842 572 9975 was linked to the suspect. Investigation is ongoing.
282,100016005202600017,202600017,2025-12-21,7009,6005,1,1,1,2,3,8001,2025-12-21 14:00:00,2025-12-21 20:00:00,2025-12-21 20:00:00,12.926363,77.581176,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. Investigation is ongoing.
283,100046301202600016,202600016,2025-12-19,7029,6301,1,2,1,1,1,8004,2025-12-19 22:00:00,2025-12-20 02:00:00,2025-12-20 02:00:00,12.91593,74.806214,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Basavaraj Gouda as a suspect. A mobile number 759 677 3621 was linked to the suspect. Investigation is ongoing.
284,100026102202600023,202600023,2026-02-11,7015,6102,1,1,1,2,1,8002,2026-02-11 11:00:00,2026-02-11 14:00:00,2026-02-11 14:00:00,12.335718,76.637157,A theft was reported in the jurisdiction. Preliminary enquiry names Manjunath Bhat as a suspect. A mobile number 618 866 8855 was linked to the suspect. Investigation is ongoing.
285,100056402202600022,202600022,2026-02-27,7037,6402,1,1,1,3,1,8005,2026-02-27 04:00:00,2026-02-27 09:00:00,2026-02-27 09:00:00,17.297759,76.83737,A robbery was reported in the jurisdiction. Preliminary enquiry names Ramesh Murthy as a suspect. A mobile number +919609306536 was linked to the suspect. A suspicious transfer to ramesh@oksbi was noted. Investigation is ongoing.
286,100036203202600020,202600020,2026-04-29,7027,6203,1,1,1,1,1,8003,2026-04-29 05:00:00,2026-04-29 10:00:00,2026-04-29 10:00:00,15.893926,74.514312,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Mahesh Shetty as a suspect. A mobile number 691 444 4620 was linked to the suspect. Investigation is ongoing.
287,100046302202600020,202600020,2025-10-31,7032,6302,1,2,2,4,3,8004,2025-10-31 19:00:00,2025-10-31 22:00:00,2025-10-31 22:00:00,12.91975,74.894559,A hurt was reported in the jurisdiction. Preliminary enquiry names Girish Rao as a suspect. Investigation is ongoing.
288,100016001202600012,202600012,2026-04-12,7002,6001,1,2,2,4,2,8001,2026-04-12 08:00:00,2026-04-12 14:00:00,2026-04-12 14:00:00,12.95257,77.62564,A hurt was reported in the jurisdiction. Preliminary enquiry names Nagaraj Gowda as a suspect. A two-wheeler bearing KA-01-XY-3230 was seen nearby. Investigation is ongoing.
289,100016006202600007,202600007,2025-12-25,7012,6006,1,2,1,2,3,8001,2025-12-25 16:00:00,2025-12-25 18:00:00,2025-12-25 18:00:00,12.926994,77.573237,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. A mobile number 650 108 5471 was linked to the suspect. Investigation is ongoing.
290,100046301202600017,202600017,2025-11-15,7030,6301,1,2,1,1,1,8004,2025-11-15 04:00:00,2025-11-15 09:00:00,2025-11-15 09:00:00,12.935575,74.808653,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Naveen Kumar as a suspect. A two-wheeler bearing KA-04-MN-2467 was seen nearby. Investigation is ongoing.
291,100026103202600018,202600018,2026-02-02,7018,6103,1,2,1,1,4,8002,2026-02-02 05:00:00,2026-02-02 07:00:00,2026-02-02 07:00:00,12.306258,76.605982,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Vinod Patil as a suspect. Investigation is ongoing.
292,100016002202600007,202600007,2026-04-27,7003,6002,1,1,1,3,4,8001,2026-04-27 08:00:00,2026-04-27 10:00:00,2026-04-27 10:00:00,12.97219,77.561046,A robbery was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A two-wheeler bearing KA-01-MN-9319 was seen nearby. Investigation is ongoing.
293,100046303202600020,202600020,2026-03-11,7034,6303,1,2,3,5,2,8004,2026-03-11 06:00:00,2026-03-11 08:00:00,2026-03-11 08:00:00,12.867413,74.898556,A cheating was reported in the jurisdiction. Preliminary enquiry names Suresh Rao as a suspect. Investigation is ongoing.
294,100036202202600006,202600006,2025-10-17,7025,6202,1,2,1,1,4,8003,2025-10-17 05:00:00,2025-10-17 06:00:00,2025-10-17 06:00:00,15.894562,74.471674,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Girish Naik as a suspect. Investigation is ongoing.
295,100046301202600018,202600018,2025-10-30,7029,6301,1,2,2,4,1,8004,2025-10-30 20:00:00,2025-10-30 23:00:00,2025-10-30 23:00:00,12.948637,74.863175,A hurt was reported in the jurisdiction. Preliminary enquiry names Ravi Reddy as a suspect. A two-wheeler bearing KA-04-XY-1501 was seen nearby. Investigation is ongoing.
296,100016005202600018,202600018,2025-12-21,7010,6005,1,2,1,2,1,8001,2025-12-21 11:00:00,2025-12-21 16:00:00,2025-12-21 16:00:00,12.964945,77.628979,A theft was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number 883 524 2424 was linked to the suspect. Investigation is ongoing.
297,100026103202600019,202600019,2026-01-29,7018,6103,1,2,1,2,4,8002,2026-01-29 11:00:00,2026-01-29 14:00:00,2026-01-29 14:00:00,12.276918,76.614454,A theft was reported in the jurisdiction. Preliminary enquiry names Praveen Gouda as a suspect. A mobile number 693 115 0138 was linked to the suspect. A two-wheeler bearing KA-02-AB-0885 was seen nearby. Investigation is ongoing.
298,100026103202600020,202600020,2025-09-26,7018,6103,1,1,1,2,1,8002,2025-09-26 12:00:00,2025-09-26 18:00:00,2025-09-26 18:00:00,12.320451,76.645999,A theft was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. Investigation is ongoing.
299,100016002202600008,202600008,2026-05-31,7004,6002,1,1,3,5,2,8001,2026-05-31 02:00:00,2026-05-31 08:00:00,2026-05-31 08:00:00,13.00983,77.63897,A cheating was reported in the jurisdiction. Preliminary enquiry names Girish Gouda as a suspect. A mobile number +919985260759 was linked to the suspect. Investigation is ongoing.
300,100046301202600019,202600019,2026-05-19,7029,6301,1,1,1,2,1,8004,2026-05-19 13:00:00,2026-05-19 15:00:00,2026-05-19 15:00:00,12.921116,74.847679,A theft was reported in the jurisdiction. Preliminary enquiry names Manjunath Achar as a suspect. A two-wheeler bearing KA-04-CD-5001 was seen nearby. Investigation is ongoing.
301,100046302202600021,202600021,2026-06-06,7031,6302,1,1,1,1,1,8004,2026-06-06 05:00:00,2026-06-06 10:00:00,2026-06-06 10:00:00,12.911122,74.838773,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. A mobile number 976 190 0650 was linked to the suspect. Investigation is ongoing.
302,100026101202600012,202600012,2026-04-21,7014,6101,1,1,1,2,1,8002,2026-04-21 14:00:00,2026-04-21 18:00:00,2026-04-21 18:00:00,12.319837,76.618101,A theft was reported in the jurisdiction. Preliminary enquiry names Suresh Patil as a suspect. Investigation is ongoing.
303,100026101202600013,202600013,2026-03-29,7013,6101,1,1,1,2,2,8002,2026-03-29 17:00:00,2026-03-29 19:00:00,2026-03-29 19:00:00,12.301322,76.600007,A theft was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number +919741275587 was linked to the suspect. A suspicious transfer to suspect@okhdfc was noted. Investigation is ongoing.
304,100016003202600011,202600011,2025-10-20,7005,6003,1,2,3,5,1,8001,2025-10-20 01:00:00,2025-10-20 02:00:00,2025-10-20 02:00:00,13.007071,77.573334,A cheating was reported in the jurisdiction. Preliminary enquiry names Vinod Achar as a suspect. A mobile number 684 376 6092 was linked to the suspect. A suspicious transfer to vinod@oksbi was noted. Investigation is ongoing.
305,100026105202600012,202600012,2026-04-15,7021,6105,1,2,1,3,1,8002,2026-04-15 20:00:00,2026-04-16 01:00:00,2026-04-16 01:00:00,12.328343,76.644187,A robbery was reported in the jurisdiction. Preliminary enquiry names ಶಿವಕುಮಾರ್ as a suspect. A mobile number +916225144070 was linked to the suspect. A suspicious transfer to suspect@okhdfc was noted. Investigation is ongoing.
306,100026103202600021,202600021,2026-01-18,7017,6103,1,1,1,1,2,8002,2026-01-18 05:00:00,2026-01-18 06:00:00,2026-01-18 06:00:00,12.258501,76.66969,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Suresh Shetty as a suspect. Investigation is ongoing.
307,100026103202600022,202600022,2026-05-18,7018,6103,1,1,1,1,1,8002,2026-05-18 00:00:00,2026-05-18 03:00:00,2026-05-18 03:00:00,12.298377,76.633669,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number +919253991082 was linked to the suspect. Investigation is ongoing.
308,100016006202600008,202600008,2026-01-06,7011,6006,1,1,1,1,1,8001,2026-01-06 04:00:00,2026-01-06 08:00:00,2026-01-06 08:00:00,12.926058,77.586097,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Shivakumar Naik as a suspect. A mobile number +919457571206 was linked to the suspect. A suspicious transfer to shivakum@okaxis was noted. Investigation is ongoing.
309,100036203202600021,202600021,2025-09-22,7028,6203,1,1,1,1,4,8003,2025-09-22 03:00:00,2025-09-22 04:00:00,2025-09-22 04:00:00,15.841848,74.538508,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. Investigation is ongoing.
310,100056403202600016,202600016,2026-03-08,7039,6403,1,2,2,4,1,8005,2026-03-08 19:00:00,2026-03-09 01:00:00,2026-03-09 01:00:00,17.348048,76.879846,A hurt was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number +919214273036 was linked to the suspect. Investigation is ongoing.
311,100016004202600005,202600005,2025-10-31,7007,6004,1,2,1,1,1,8001,2025-10-31 03:00:00,2025-10-31 09:00:00,2025-10-31 09:00:00,12.999903,77.556795,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Basavaraj Kumar as a suspect. A two-wheeler bearing KA-01-XY-9061 was seen nearby. Investigation is ongoing.
312,100026104202600018,202600018,2026-01-04,7019,6104,1,2,1,2,2,8002,2026-01-04 15:00:00,2026-01-04 21:00:00,2026-01-04 21:00:00,12.317761,76.601283,A theft was reported in the jurisdiction. Preliminary enquiry names Ramesh Bhat as a suspect. Investigation is ongoing.
313,100046302202600022,202600022,2026-03-09,7031,6302,1,2,1,1,2,8004,2026-03-09 02:00:00,2026-03-09 03:00:00,2026-03-09 03:00:00,12.952566,74.87863,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A two-wheeler bearing KA-04-XY-1842 was seen nearby. Investigation is ongoing.
314,100026101202600014,202600014,2026-05-07,7013,6101,1,2,2,4,1,8002,2026-05-07 15:00:00,2026-05-07 16:00:00,2026-05-07 16:00:00,12.31975,76.669349,A hurt was reported in the jurisdiction. Preliminary enquiry names Mahesh Bhat as a suspect. A two-wheeler bearing KA-02-CD-6550 was seen nearby. A suspicious transfer to mahesh@okhdfc was noted. Investigation is ongoing.
315,100016004202600006,202600006,2026-03-20,7008,6004,1,2,3,5,1,8001,2026-03-20 09:00:00,2026-03-20 13:00:00,2026-03-20 13:00:00,12.929534,77.587106,A cheating was reported in the jurisdiction. Preliminary enquiry names ಶಿವಕುಮಾರ್ as a suspect. A two-wheeler bearing KA-01-XY-6440 was seen nearby. Investigation is ongoing.
316,100036201202600018,202600018,2025-11-26,7023,6201,1,2,1,1,1,8003,2025-11-26 23:00:00,2025-11-27 00:00:00,2025-11-27 00:00:00,15.889803,74.505504,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Suresh Naik as a suspect. Investigation is ongoing.
317,100056401202600017,202600017,2026-04-10,7036,6401,1,2,1,3,1,8005,2026-04-10 09:00:00,2026-04-10 11:00:00,2026-04-10 11:00:00,17.347866,76.813548,A robbery was reported in the jurisdiction. Preliminary enquiry names Basavaraj Hegde as a suspect. A mobile number +916302495961 was linked to the suspect. A two-wheeler bearing KA-05-MN-9691 was seen nearby. Investigation is ongoing.
318,100046302202600023,202600023,2025-11-15,7032,6302,1,1,2,4,2,8004,2025-11-15 12:00:00,2025-11-15 13:00:00,2025-11-15 13:00:00,12.945433,74.836371,A hurt was reported in the jurisdiction. Preliminary enquiry names Mahesh Murthy as a suspect. A mobile number 990 389 0622 was linked to the suspect. Investigation is ongoing.
319,100056402202600023,202600023,2025-10-27,7038,6402,1,2,3,5,4,8005,2025-10-27 11:00:00,2025-10-27 17:00:00,2025-10-27 17:00:00,17.333204,76.828694,A cheating was reported in the jurisdiction. Preliminary enquiry names Umesh Hegde as a suspect. A mobile number 646 778 6936 was linked to the suspect. Investigation is ongoing.
320,100056402202600024,202600024,2025-09-16,7037,6402,1,2,1,2,1,8005,2025-09-16 14:00:00,2025-09-16 16:00:00,2025-09-16 16:00:00,17.299339,76.868366,A theft was reported in the jurisdiction. Preliminary enquiry names Harish Shetty as a suspect. A mobile number 742 576 3756 was linked to the suspect. Investigation is ongoing.
321,100016005202600019,202600019,2026-01-07,7009,6005,1,2,1,2,4,8001,2026-01-07 11:00:00,2026-01-07 17:00:00,2026-01-07 17:00:00,12.959429,77.61282,A theft was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. Investigation is ongoing.
322,100026102202600024,202600024,2026-03-09,7016,6102,1,1,3,5,4,8002,2026-03-09 22:00:00,2026-03-10 02:00:00,2026-03-10 02:00:00,12.315383,76.66023,A cheating was reported in the jurisdiction. Preliminary enquiry names Ravi Gouda as a suspect. Investigation is ongoing.
323,100056403202600017,202600017,2025-09-27,7039,6403,1,2,2,4,4,8005,2025-09-27 04:00:00,2025-09-27 05:00:00,2025-09-27 05:00:00,17.287419,76.818978,A hurt was reported in the jurisdiction. Preliminary enquiry names Naveen Achar as a suspect. Investigation is ongoing.
324,100036202202600007,202600007,2026-02-01,7025,6202,1,1,1,2,3,8003,2026-02-01 19:00:00,2026-02-01 21:00:00,2026-02-01 21:00:00,15.829209,74.482286,A theft was reported in the jurisdiction. Preliminary enquiry names Umesh Kumar as a suspect. A mobile number +916902339433 was linked to the suspect. A suspicious transfer to umesh@paytm was noted. Investigation is ongoing.
325,100056402202600025,202600025,2026-04-14,7038,6402,1,2,1,1,1,8005,2026-04-14 01:00:00,2026-04-14 03:00:00,2026-04-14 03:00:00,17.288851,76.786159,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Basavaraj Shetty as a suspect. Investigation is ongoing.
326,100046301202600020,202600020,2025-12-24,7030,6301,1,2,1,2,4,8004,2025-12-24 17:00:00,2025-12-24 23:00:00,2025-12-24 23:00:00,12.871668,74.892808,A theft was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number 662 019 5688 was linked to the suspect. Investigation is ongoing.
327,100056402202600026,202600026,2026-03-16,7037,6402,1,1,2,4,2,8005,2026-03-16 16:00:00,2026-03-16 19:00:00,2026-03-16 19:00:00,17.325693,76.874829,A hurt was reported in the jurisdiction. Preliminary enquiry names Harish Kumar as a suspect. A mobile number +918238645589 was linked to the suspect. A two-wheeler bearing KA-05-XY-2046 was seen nearby. Investigation is ongoing.
328,100016001202600013,202600013,2025-11-25,7001,6001,1,1,1,1,1,8001,2025-11-25 02:00:00,2025-11-25 07:00:00,2025-11-25 07:00:00,12.958111,77.63638,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Anand Gowda as a suspect. A mobile number 628 089 5593 was linked to the suspect. Investigation is ongoing.
329,100056403202600018,202600018,2026-01-23,7039,6403,1,2,3,5,1,8005,2026-01-23 09:00:00,2026-01-23 12:00:00,2026-01-23 12:00:00,17.324394,76.792862,A cheating was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. Investigation is ongoing.
